group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
1,AC005674.2,-0.19320655,1.1028454,0.8467972099610268,0.8934752249604356,1.0,1.0
1,SLC22A1,-0.19466433,1.4785937,0.8456557440812644,0.8925488040334342,1.0,1.0
1,AP000704.1,-0.19493136,1.1932093,0.8454466898402252,0.8925488040334342,1.0,1.0
1,FAM53A,-0.19502418,1.2309772,0.8453740168797557,0.8925488040334342,1.0,1.0
1,NDUFB2-AS1,-0.1966596,1.1723702,0.8440939330065587,0.8917337839183725,1.0,1.0
1,CASC2,-0.19680972,1.259952,0.8439764406298866,0.8917337839183725,1.0,1.0
1,PTCH2,-0.19774376,4.224364,0.8432455546896369,0.8913934287951606,1.0,1.0
1,OMG,-0.19988114,1.1495392,0.8415735454026907,0.8899036116804981,1.0,1.0
1,ZSCAN32,-0.2026202,4.269726,0.8394319082861401,0.8881934120154412,1.0,1.0
1,NRXN1,-0.20503032,1.1049547,0.8375484291153313,0.8864773751461239,1.0,1.0
1,TAF1A-AS1,-0.20518848,1.00323,0.8374248666101821,0.8864773751461239,1.0,1.0
1,ACBD7,-0.20678379,1.0019861,0.8361787217054336,0.8856406871719132,1.0,1.0
1,FDXACB1,-0.20739578,1.1038345,0.8357007836520195,0.8856284813928815,1.0,1.0
1,AC010320.3,-0.20775792,1.2175972,0.8354179874434676,0.8856058014575934,1.0,1.0
1,FCN2,-0.2088822,1.1345108,0.8345402020140924,0.8851390801686918,1.0,1.0
1,NTRK1,-0.20967183,1.4316884,0.8339238173611472,0.8851390801686918,1.0,1.0
1,CDH11,-0.21001679,,0.8336545724713098,0.8851390801686918,1.0,1.0
1,APOBEC3F,-0.21235129,2.8436227,0.8318329875379129,0.8842956265385783,1.0,1.0
1,ERICH3-AS1,-0.21298505,1.0411699,0.8313386233324931,0.8840474751570894,1.0,1.0
1,CLDN1,-0.21476142,3.470592,0.8299533294352155,0.8828514537288885,1.0,1.0
1,SAMD15,-0.21575849,1.1198151,0.8291760086310306,0.8823016071739734,1.0,1.0
1,AL137856.1,-0.21814685,1.1950691,0.8273146939426034,0.8805976069989131,1.0,1.0
1,AL022345.4,-0.21949232,1.1920041,0.8262665677016116,0.8802355203834443,1.0,1.0
1,AC092279.1,-0.22205259,3.353187,0.8242729486685895,0.8787403241312716,1.0,1.0
1,AC020651.2,-0.2232376,3.3792815,0.8233505910934527,0.8780333026832288,1.0,1.0
1,CNGA4,-0.22719948,1.4444346,0.8202686265362971,0.8758493875527811,1.0,1.0
1,AC134772.1,-0.2281255,1.2085611,0.8195486811817994,0.87535653589027,1.0,1.0
1,C19orf57,-0.23135506,1.4481902,0.8170389764804513,0.8730890612249365,1.0,1.0
1,AL022069.1,-0.23321624,1.2608962,0.8155934954105389,0.8724504936317496,1.0,1.0
1,LINC01990,-0.23721136,0.9999558,0.8124928200527185,0.8697395495540633,1.0,1.0
1,AC015923.1,-0.23727554,1.2718086,0.8124430338518291,0.8697395495540633,1.0,1.0
1,AC079414.3,-0.23888345,1.3188344,0.8111959596502996,0.8689003829577031,1.0,1.0
1,HULC,-0.24194226,,0.8088249100498877,0.8671831630534871,1.0,1.0
1,AC093535.1,-0.24479362,1.3615602,0.8066162339796933,0.8650888891178223,1.0,1.0
1,ROPN1L,-0.24559127,1.2937044,0.8059986479608158,0.8647002594335794,1.0,1.0
1,CDCA2,-0.24676023,1.2511926,0.805093783654659,0.8640030848976828,1.0,1.0
1,MYLK-AS1,-0.24852401,1.4792309,0.8037289974150612,0.8630852118041925,1.0,1.0
1,ZNF772,-0.25065452,1.3510681,0.802081232908149,0.8615888449882083,1.0,1.0
1,TMCO1-AS1,-0.25188535,1.3610647,0.8011296704583786,0.8611127295409222,1.0,1.0
1,IL6,-0.2533145,,0.8000252004185557,0.8604536553433996,1.0,1.0
1,ANO5,-0.25395858,2.6567788,0.7995275666101166,0.8602093984360353,1.0,1.0
1,ESRRG,-0.2589198,,0.7956971120737809,0.8564610506003205,1.0,1.0
1,ACOXL,-0.2601644,1.4530412,0.7947369483858484,0.8564610506003205,1.0,1.0
1,AC012640.2,-0.26195914,1.6644884,0.7933529506241277,0.8554677901701288,1.0,1.0
1,CYB5RL,-0.26284617,1.5107076,0.792669145712567,0.8550025678682511,1.0,1.0
1,FSBP,-0.26445523,1.5514479,0.7914291626100202,0.8539369436059708,1.0,1.0
1,SERF1A,-0.2645068,1.8846356,0.7913894282708651,0.8539369436059708,1.0,1.0
1,GCAT,-0.26758853,2.3154948,0.7890160681489252,0.8524191450537495,1.0,1.0
1,AL390860.1,-0.27007315,1.3882238,0.7871039755797725,0.8506246472932278,1.0,1.0
1,AGBL5,-0.27050406,2.320275,0.7867724882584308,0.8505377122589546,1.0,1.0
1,EGLN3,-0.2711069,,0.7863088234998648,0.8503077861530616,1.0,1.0
1,STOX2,-0.27353537,,0.7844417111368541,0.8488305708500996,1.0,1.0
1,ATP2C2,-0.2742207,1.3464903,0.7839150198728833,0.8488028403097886,1.0,1.0
1,IRAK1BP1,-0.27495188,,0.7833532075551952,0.8484656864440542,1.0,1.0
1,DIPK1A,-0.2766916,,0.7820169362309792,0.8475602623002424,1.0,1.0
1,CCL23,-0.27672598,2.4956212,0.7819905341745562,0.8475602623002424,1.0,1.0
1,ADNP-AS1,-0.2772497,1.6073978,0.7815883739239211,0.8475602623002424,1.0,1.0
1,RNASEH2B-AS1,-0.27734828,1.9518458,0.7815127004018788,0.8475602623002424,1.0,1.0
1,IQCD,-0.27786514,1.5302035,0.781115888257148,0.8475602623002424,1.0,1.0
1,MGARP,-0.27804047,1.3529518,0.7809812842172039,0.8475602623002424,1.0,1.0
1,AC211433.1,-0.27940887,1.5802103,0.7799310705726387,0.8469251497115704,1.0,1.0
1,GRIA3,-0.28033602,1.5656884,0.7792197217017912,0.8464239875362837,1.0,1.0
1,CCDC62,-0.2833375,1.5835501,0.7769181214757387,0.8447363913863295,1.0,1.0
1,AL109840.2,-0.2844744,1.504488,0.7760468530115234,0.8440599479945559,1.0,1.0
1,VARS2,-0.28593102,1.5523845,0.7749309521670278,0.8431169126338761,1.0,1.0
1,AL138787.2,-0.28710458,1.5885288,0.7740322479914901,0.8424831917759851,1.0,1.0
1,SPIN4,-0.292185,2.3104405,0.7701451731330802,0.8395276211630873,1.0,1.0
1,SYP,-0.29437053,3.2695274,0.7684747890104127,0.8382461639302248,1.0,1.0
1,AL358944.1,-0.29822928,1.4690986,0.7655281855045021,0.8355700684565893,1.0,1.0
1,AC093484.2,-0.29829803,1.7450616,0.7654757075927399,0.8355700684565893,1.0,1.0
1,C22orf23,-0.29901087,1.4805875,0.7649317500346432,0.8354573723782628,1.0,1.0
1,GCLC,-0.3011964,,0.7632647452997336,0.8344266464655665,1.0,1.0
1,GLRB,-0.3050746,1.539341,0.7603093255155009,0.8320180861907355,1.0,1.0
1,AC124947.1,-0.30696902,1.9887406,0.7588669442590443,0.8309764728990441,1.0,1.0
1,TEX45,-0.30766353,1.6326649,0.7583383681992033,0.8306661466081153,1.0,1.0
1,CCL11,-0.31112,1.702419,0.7557093834184117,0.8280541368116361,1.0,1.0
