cluster,names,scores,logfoldchanges,pvals,pvals_adj
4,ARHGDIB,-36.09903,-3.4681776,2.349029757778316e-285,1.0843121361904707e-282
4,CRLS1,35.912155,2.2923024,1.9737632425257603e-282,8.912828276901107e-280
4,CALM1,35.91002,1.1675693,2.1310957213292704e-282,9.418536239032256e-280
4,NFKBIA,-35.60036,-2.4077425,1.383128212966101e-277,5.985487341610803e-275
4,SAT1,-35.023335,-2.424228,9.931974479801858e-269,4.210346406009065e-266
4,APCDD1,34.938133,2.3976855,1.961113193013163e-267,8.147248649053885e-265
5,CCN3,45.663937,3.1432729,0.0,0.0
5,HLA-B,-44.958668,-3.7317722,0.0,0.0
5,HLA-A,-40.608955,-2.8284125,0.0,0.0
5,NEAT1,-40.370876,-3.3032947,0.0,0.0
5,HLA-E,-39.078453,-3.283587,0.0,0.0
5,SRGN,-38.742374,-3.3519084,0.0,0.0
5,JUNB,-38.407894,-2.6948082,0.0,0.0
5,ZFP36,-37.82415,-2.7637062,0.0,0.0
5,ITM2B,-37.816833,-2.6074457,0.0,0.0
5,HLA-C,-45.475605,-3.4862754,0.0,0.0
5,B2M,-46.772697,-3.0237274,0.0,0.0
5,LSAMP,41.12783,3.1054583,0.0,0.0
5,STMN1,39.143173,2.3455904,0.0,0.0
5,TAGLN2,-36.782555,-3.1647818,3.509467223427836e-296,5.207046654645928e-293
5,H3F3B,-36.765076,-2.1661537,6.67748601778262e-296,9.246982637425371e-293
5,CISD1,36.201633,2.4687438,5.737852983722213e-287,7.449167636117362e-284
5,RBFOX1,36.078472,2.6922467,4.9356404359915e-285,6.0307719492009084e-282
5,PDE4D,35.651234,2.118317,2.254741183922483e-278,2.6019713262465457e-275
5,HSPA1A,-35.260338,-2.8394744,2.3824312329867045e-272,2.604624293242096e-269
5,DUSP1,-35.06381,-2.523949,2.402019792128456e-269,2.4947377561046144e-266
5,TRHDE,34.910553,2.6363368,5.14200675204437e-267,5.086179250165031e-264
5,SAT1,-34.586514,-2.6414368,4.0301177110231795e-262,3.805163867880613e-259
5,PTMA,-34.193672,-1.7321584,3.002759924648119e-256,2.711883876295249e-253
5,NFKBIA,-33.756115,-2.5222669,8.695387266278895e-250,7.525857678964384e-247
5,MBNL1,-33.71767,-2.9099967,3.184503869479183e-249,2.645940575072864e-246
5,DKK3,33.631985,2.4853086,5.718893295407793e-248,4.568955828161949e-245
5,IFITM2,-32.929874,-2.382202,8.213980237908061e-238,6.319288796363934e-235
5,BST2,-32.73462,-3.4464498,5.0260940570521e-235,3.728643776895936e-232
5,IER2,-32.38159,-2.4232564,4.985425629072932e-230,3.5709400402449293e-227
5,ARHGDIB,-32.375164,-3.0721993,6.139852815823792e-230,4.251234089676393e-227
